Plot,Site,Warmed,Removal,Days,Species,Phenological.event,Category.summary,sp cover in plot,events per dm2,events per m2
14,Low,W,R,150,RAOALB,Bud,0,0,NA,NA
14,Low,W,R,150,RAOALB,Flower,0,0,NA,NA
14,Low,W,R,150,RAOALB,Seed,0,0,NA,NA
14,Low,W,R,150,RYTPUM,Bud,0,0,NA,NA
14,Low,W,R,150,RYTPUM,Flower,0,0,NA,NA
14,Low,W,R,150,RYTPUM,Seed,0,0,NA,NA
14,Low,W,R,150,WAHPYG,Bud,0,1,0,0
14,Low,W,R,150,WAHPYG,Flower,0,1,0,0
14,Low,W,R,150,WAHPYG,Seed,3,1,3,300
14,Low,W,R,165,ANIARO,Bud,0,0,NA,NA
14,Low,W,R,165,ANIARO,Flower,0,0,NA,NA
14,Low,W,R,165,ANIARO,Seed,0,0,NA,NA
14,Low,W,R,165,ASTER,Bud,0,1,0,0
14,Low,W,R,165,ASTER,Flower,0,1,0,0
14,Low,W,R,165,ASTER,Seed,0,1,0,0
14,Low,W,R,165,CALVUL,Bud,0,0,NA,NA
14,Low,W,R,165,CALVUL,Flower,0,0,NA,NA
14,Low,W,R,165,CALVUL,Seed,0,0,NA,NA
14,Low,W,R,165,CELGLA,Bud,6,3,2,200
14,Low,W,R,165,CELGLA,Flower,0,3,0,0
14,Low,W,R,165,CELGLA,Seed,50,3,16.66666667,1666.666667
14,Low,W,R,165,CELGRA,Bud,0,1,0,0
14,Low,W,R,165,CELGRA,Flower,0,1,0,0
14,Low,W,R,165,CELGRA,Seed,0,1,0,0
14,Low,W,R,165,CELSPE,Bud,0,0.1,0,0
14,Low,W,R,165,CELSPE,Flower,0,0.1,0,0
14,Low,W,R,165,CELSPE,Seed,0,0.1,0,0
14,Low,W,R,165,CHIPAL,Bud,0,0.1,0,0
14,Low,W,R,165,CHIPAL,Flower,0,0.1,0,0
14,Low,W,R,165,CHIPAL,Seed,50,0.1,500,50000
14,Low,W,R,165,CHIRUB,Bud,0,2,0,0
14,Low,W,R,165,CHIRUB,Flower,0,2,0,0
14,Low,W,R,165,CHIRUB,Seed,0,2,0,0
14,Low,W,R,165,COPCHE,Bud,0,0,NA,NA
14,Low,W,R,165,COPCHE,Flower,0,0,NA,NA
14,Low,W,R,165,COPCHE,Seed,0,0,NA,NA
14,Low,W,R,165,COPPER,Bud,0,2,0,0
14,Low,W,R,165,COPPER,Flower,0,2,0,0
14,Low,W,R,165,COPPER,Seed,0,2,0,0
14,Low,W,R,165,CORPTE,Bud,0,0,NA,NA
14,Low,W,R,165,CORPTE,Flower,0,0,NA,NA
14,Low,W,R,165,CORPTE,Seed,0,0,NA,NA
14,Low,W,R,165,DRAREC,Bud,0,1,0,0
14,Low,W,R,165,DRAREC,Flower,0,1,0,0
14,Low,W,R,165,DRAREC,Seed,0,1,0,0
14,Low,W,R,165,DRASUB,Bud,0,0,NA,NA
14,Low,W,R,165,DRASUB,Flower,0,0,NA,NA
14,Low,W,R,165,DRASUB,Seed,0,0,NA,NA
14,Low,W,R,165,DROFRA,Bud,0,0.1,0,0
14,Low,W,R,165,DROFRA,Flower,0,0.1,0,0
14,Low,W,R,165,DROFRA,Seed,9,0.1,90,9000
14,Low,W,R,165,EMPMIN,Bud,0,0,NA,NA
14,Low,W,R,165,EMPMIN,Flower,0,0,NA,NA
14,Low,W,R,165,EMPMIN,Seed,0,0,NA,NA
14,Low,W,R,165,EPAALP,Bud,50,1,50,5000
14,Low,W,R,165,EPAALP,Flower,0,1,0,0
14,Low,W,R,165,EPAALP,Seed,0,1,0,0
14,Low,W,R,165,EUPCUN,Bud,0,0.1,0,0
14,Low,W,R,165,EUPCUN,Flower,0,0.1,0,0
14,Low,W,R,165,EUPCUN,Seed,50,0.1,500,50000
14,Low,W,R,165,GAUCOL,Bud,0,0.1,0,0
14,Low,W,R,165,GAUCOL,Flower,0,0.1,0,0
14,Low,W,R,165,GAUCOL,Seed,0,0.1,0,0
14,Low,W,R,165,GENBEL,Bud,0,0,NA,NA
14,Low,W,R,165,GENBEL,Flower,0,0,NA,NA
14,Low,W,R,165,GENBEL,Seed,0,0,NA,NA
14,Low,W,R,165,GONMIC,Bud,0,1,0,0
14,Low,W,R,165,GONMIC,Flower,0,1,0,0
14,Low,W,R,165,GONMIC,Seed,100,1,100,10000
14,Low,W,R,165,HAIRY ROSETTE,Bud,0,1,0,0
14,Low,W,R,165,HAIRY ROSETTE,Flower,0,1,0,0
14,Low,W,R,165,HAIRY ROSETTE,Seed,0,1,0,0
14,Low,W,R,165,HEBTET,Bud,0,0,NA,NA
14,Low,W,R,165,HEBTET,Flower,0,0,NA,NA
14,Low,W,R,165,HEBTET,Seed,0,0,NA,NA
14,Low,W,R,165,HEBVEN,Bud,0,0.1,0,0
14,Low,W,R,165,HEBVEN,Flower,0,0.1,0,0
14,Low,W,R,165,HEBVEN,Seed,0,0.1,0,0
14,Low,W,R,165,HYPRAD,Bud,0,0,NA,NA
14,Low,W,R,165,HYPRAD,Flower,0,0,NA,NA
14,Low,W,R,165,HYPRAD,Seed,0,0,NA,NA
14,Low,W,R,165,LEPSCO,Bud,0,1,0,0
14,Low,W,R,165,LEPSCO,Flower,0,1,0,0
14,Low,W,R,165,LEPSCO,Seed,0,1,0,0
14,Low,W,R,165,LEUFRA,Bud,0,0,NA,NA
14,Low,W,R,165,LEUFRA,Flower,0,0,NA,NA
14,Low,W,R,165,LEUFRA,Seed,0,0,NA,NA
14,Low,W,R,165,LUZCOL,Bud,0,0,NA,NA
14,Low,W,R,165,LUZCOL,Flower,0,0,NA,NA
14,Low,W,R,165,LUZCOL,Seed,0,0,NA,NA
14,Low,W,R,165,LUZRUF,Bud,0,0,NA,NA
14,Low,W,R,165,LUZRUF,Flower,0,0,NA,NA
14,Low,W,R,165,LUZRUF,Seed,0,0,NA,NA
14,Low,W,R,165,LYCFAS,Bud,0,0,NA,NA
14,Low,W,R,165,LYCFAS,Flower,0,0,NA,NA
14,Low,W,R,165,LYCFAS,Seed,0,0,NA,NA
14,Low,W,R,165,MUEAXI,Bud,0,0,NA,NA
14,Low,W,R,165,MUEAXI,Flower,0,0,NA,NA
14,Low,W,R,165,MUEAXI,Seed,0,0,NA,NA
14,Low,W,R,165,MYSTERY GRASS,Bud,0,0.1,0,0
14,Low,W,R,165,MYSTERY GRASS,Flower,0,0.1,0,0
14,Low,W,R,165,MYSTERY GRASS,Seed,0,0.1,0,0
14,Low,W,R,165,ORCHID,Bud,0,0.1,0,0
14,Low,W,R,165,ORCHID,Flower,0,0.1,0,0
14,Low,W,R,165,ORCHID,Seed,0,0.1,0,0
14,Low,W,R,165,ORESTR,Bud,0,2,0,0
14,Low,W,R,165,ORESTR,Flower,0,2,0,0
14,Low,W,R,165,ORESTR,Seed,0,2,0,0
14,Low,W,R,165,OZOLEP,Bud,0,1,0,0
14,Low,W,R,165,OZOLEP,Flower,0,1,0,0
14,Low,W,R,165,OZOLEP,Seed,0,1,0,0
14,Low,W,R,165,PENPUM,Bud,0,0,NA,NA
14,Low,W,R,165,PENPUM,Flower,0,0,NA,NA
14,Low,W,R,165,PENPUM,Seed,0,0,NA,NA
14,Low,W,R,165,PIMHIR,Bud,0,0,NA,NA
14,Low,W,R,165,PIMHIR,Flower,0,0,NA,NA
14,Low,W,R,165,PIMHIR,Seed,0,0,NA,NA
14,Low,W,R,165,PRACOL,Bud,0,0.1,0,0
14,Low,W,R,165,PRACOL,Flower,0,0.1,0,0
14,Low,W,R,165,PRACOL,Seed,0,0.1,0,0
14,Low,W,R,165,RAOALB,Bud,0,0,NA,NA
14,Low,W,R,165,RAOALB,Flower,0,0,NA,NA
14,Low,W,R,165,RAOALB,Seed,0,0,NA,NA
14,Low,W,R,165,RYTPUM,Bud,0,0,NA,NA
14,Low,W,R,165,RYTPUM,Flower,0,0,NA,NA
14,Low,W,R,165,RYTPUM,Seed,0,0,NA,NA
14,Low,W,R,165,WAHPYG,Bud,0,1,0,0
14,Low,W,R,165,WAHPYG,Flower,0,1,0,0
14,Low,W,R,165,WAHPYG,Seed,0,1,0,0
14,Low,W,R,173,ANIARO,Bud,0,0,NA,NA
14,Low,W,R,173,ANIARO,Flower,0,0,NA,NA
14,Low,W,R,173,ANIARO,Seed,0,0,NA,NA
14,Low,W,R,173,ASTER,Bud,0,1,0,0
14,Low,W,R,173,ASTER,Flower,0,1,0,0
14,Low,W,R,173,ASTER,Seed,0,1,0,0
14,Low,W,R,173,CALVUL,Bud,0,0,NA,NA
14,Low,W,R,173,CALVUL,Flower,0,0,NA,NA
14,Low,W,R,173,CALVUL,Seed,0,0,NA,NA
14,Low,W,R,173,CELGLA,Bud,5,3,1.666666667,166.6666667
14,Low,W,R,173,CELGLA,Flower,0,3,0,0
14,Low,W,R,173,CELGLA,Seed,9,3,3,300
14,Low,W,R,173,CELGRA,Bud,0,1,0,0
14,Low,W,R,173,CELGRA,Flower,0,1,0,0
14,Low,W,R,173,CELGRA,Seed,0,1,0,0
14,Low,W,R,173,CELSPE,Bud,0,0.1,0,0
14,Low,W,R,173,CELSPE,Flower,0,0.1,0,0
14,Low,W,R,173,CELSPE,Seed,0,0.1,0,0
14,Low,W,R,173,CHIPAL,Bud,0,0.1,0,0
14,Low,W,R,173,CHIPAL,Flower,0,0.1,0,0
14,Low,W,R,173,CHIPAL,Seed,8,0.1,80,8000
14,Low,W,R,173,CHIRUB,Bud,0,2,0,0
14,Low,W,R,173,CHIRUB,Flower,0,2,0,0
14,Low,W,R,173,CHIRUB,Seed,0,2,0,0
14,Low,W,R,173,COPCHE,Bud,0,0,NA,NA
14,Low,W,R,173,COPCHE,Flower,0,0,NA,NA
14,Low,W,R,173,COPCHE,Seed,0,0,NA,NA
14,Low,W,R,173,COPPER,Bud,0,2,0,0
14,Low,W,R,173,COPPER,Flower,0,2,0,0
14,Low,W,R,173,COPPER,Seed,0,2,0,0
14,Low,W,R,173,CORPTE,Bud,0,0,NA,NA
14,Low,W,R,173,CORPTE,Flower,0,0,NA,NA
14,Low,W,R,173,CORPTE,Seed,0,0,NA,NA
14,Low,W,R,173,DRAREC,Bud,0,1,0,0
14,Low,W,R,173,DRAREC,Flower,0,1,0,0
14,Low,W,R,173,DRAREC,Seed,0,1,0,0
14,Low,W,R,173,DRASUB,Bud,0,0,NA,NA
14,Low,W,R,173,DRASUB,Flower,0,0,NA,NA
14,Low,W,R,173,DRASUB,Seed,0,0,NA,NA
14,Low,W,R,173,DROFRA,Bud,0,0.1,0,0
14,Low,W,R,173,DROFRA,Flower,0,0.1,0,0
14,Low,W,R,173,DROFRA,Seed,4,0.1,40,4000
14,Low,W,R,173,EMPMIN,Bud,0,0,NA,NA
14,Low,W,R,173,EMPMIN,Flower,0,0,NA,NA
14,Low,W,R,173,EMPMIN,Seed,0,0,NA,NA
14,Low,W,R,173,EPAALP,Bud,0,1,0,0
14,Low,W,R,173,EPAALP,Flower,0,1,0,0
14,Low,W,R,173,EPAALP,Seed,50,1,50,5000
14,Low,W,R,173,EUPCUN,Bud,0,0.1,0,0
14,Low,W,R,173,EUPCUN,Flower,0,0.1,0,0
14,Low,W,R,173,EUPCUN,Seed,1,0.1,10,1000
14,Low,W,R,173,GAUCOL,Bud,0,0.1,0,0
14,Low,W,R,173,GAUCOL,Flower,0,0.1,0,0
14,Low,W,R,173,GAUCOL,Seed,0,0.1,0,0
14,Low,W,R,173,GENBEL,Bud,0,0,NA,NA
14,Low,W,R,173,GENBEL,Flower,0,0,NA,NA
14,Low,W,R,173,GENBEL,Seed,0,0,NA,NA
14,Low,W,R,173,GONMIC,Bud,0,1,0,0
14,Low,W,R,173,GONMIC,Flower,0,1,0,0
14,Low,W,R,173,GONMIC,Seed,50,1,50,5000
14,Low,W,R,173,HAIRY ROSETTE,Bud,0,1,0,0
14,Low,W,R,173,HAIRY ROSETTE,Flower,0,1,0,0
14,Low,W,R,173,HAIRY ROSETTE,Seed,0,1,0,0
14,Low,W,R,173,HEBTET,Bud,0,0,NA,NA
14,Low,W,R,173,HEBTET,Flower,0,0,NA,NA
14,Low,W,R,173,HEBTET,Seed,0,0,NA,NA
14,Low,W,R,173,HEBVEN,Bud,0,0.1,0,0
14,Low,W,R,173,HEBVEN,Flower,0,0.1,0,0
14,Low,W,R,173,HEBVEN,Seed,0,0.1,0,0
14,Low,W,R,173,HYPRAD,Bud,0,0,NA,NA
14,Low,W,R,173,HYPRAD,Flower,0,0,NA,NA
14,Low,W,R,173,HYPRAD,Seed,0,0,NA,NA
14,Low,W,R,173,LEPSCO,Bud,0,1,0,0
14,Low,W,R,173,LEPSCO,Flower,0,1,0,0
14,Low,W,R,173,LEPSCO,Seed,0,1,0,0
14,Low,W,R,173,LEUFRA,Bud,0,0,NA,NA
14,Low,W,R,173,LEUFRA,Flower,0,0,NA,NA
14,Low,W,R,173,LEUFRA,Seed,0,0,NA,NA
14,Low,W,R,173,LUZCOL,Bud,0,0,NA,NA
14,Low,W,R,173,LUZCOL,Flower,0,0,NA,NA
14,Low,W,R,173,LUZCOL,Seed,0,0,NA,NA
14,Low,W,R,173,LUZRUF,Bud,0,0,NA,NA
14,Low,W,R,173,LUZRUF,Flower,0,0,NA,NA
14,Low,W,R,173,LUZRUF,Seed,0,0,NA,NA
14,Low,W,R,173,LYCFAS,Bud,0,0,NA,NA
14,Low,W,R,173,LYCFAS,Flower,0,0,NA,NA
14,Low,W,R,173,LYCFAS,Seed,0,0,NA,NA
14,Low,W,R,173,MUEAXI,Bud,0,0,NA,NA
14,Low,W,R,173,MUEAXI,Flower,0,0,NA,NA
14,Low,W,R,173,MUEAXI,Seed,0,0,NA,NA
14,Low,W,R,173,MYSTERY GRASS,Bud,0,0.1,0,0
14,Low,W,R,173,MYSTERY GRASS,Flower,0,0.1,0,0
14,Low,W,R,173,MYSTERY GRASS,Seed,0,0.1,0,0
14,Low,W,R,173,ORCHID,Bud,0,0.1,0,0
14,Low,W,R,173,ORCHID,Flower,0,0.1,0,0
14,Low,W,R,173,ORCHID,Seed,0,0.1,0,0
14,Low,W,R,173,ORESTR,Bud,0,2,0,0
14,Low,W,R,173,ORESTR,Flower,0,2,0,0
14,Low,W,R,173,ORESTR,Seed,0,2,0,0
14,Low,W,R,173,OZOLEP,Bud,0,1,0,0
14,Low,W,R,173,OZOLEP,Flower,0,1,0,0
14,Low,W,R,173,OZOLEP,Seed,0,1,0,0
14,Low,W,R,173,PENPUM,Bud,0,0,NA,NA
14,Low,W,R,173,PENPUM,Flower,0,0,NA,NA
14,Low,W,R,173,PENPUM,Seed,0,0,NA,NA
14,Low,W,R,173,PIMHIR,Bud,0,0,NA,NA
14,Low,W,R,173,PIMHIR,Flower,0,0,NA,NA
14,Low,W,R,173,PIMHIR,Seed,0,0,NA,NA
14,Low,W,R,173,PRACOL,Bud,0,0.1,0,0
14,Low,W,R,173,PRACOL,Flower,0,0.1,0,0
14,Low,W,R,173,PRACOL,Seed,0,0.1,0,0
14,Low,W,R,173,RAOALB,Bud,0,0,NA,NA
14,Low,W,R,173,RAOALB,Flower,0,0,NA,NA
14,Low,W,R,173,RAOALB,Seed,0,0,NA,NA
14,Low,W,R,173,RYTPUM,Bud,0,0,NA,NA
14,Low,W,R,173,RYTPUM,Flower,0,0,NA,NA
14,Low,W,R,173,RYTPUM,Seed,0,0,NA,NA
14,Low,W,R,173,WAHPYG,Bud,0,1,0,0
14,Low,W,R,173,WAHPYG,Flower,0,1,0,0
14,Low,W,R,173,WAHPYG,Seed,0,1,0,0
14,Low,W,R,187,ANIARO,Bud,0,0,NA,NA
14,Low,W,R,187,ANIARO,Flower,0,0,NA,NA
14,Low,W,R,187,ANIARO,Seed,0,0,NA,NA
14,Low,W,R,187,ASTER,Bud,0,1,0,0
14,Low,W,R,187,ASTER,Flower,0,1,0,0
14,Low,W,R,187,ASTER,Seed,0,1,0,0
14,Low,W,R,187,CALVUL,Bud,0,0,NA,NA
14,Low,W,R,187,CALVUL,Flower,0,0,NA,NA
14,Low,W,R,187,CALVUL,Seed,0,0,NA,NA
14,Low,W,R,187,CELGLA,Bud,0,3,0,0
14,Low,W,R,187,CELGLA,Flower,0,3,0,0
14,Low,W,R,187,CELGLA,Seed,7,3,2.333333333,233.3333333
14,Low,W,R,187,CELGRA,Bud,0,1,0,0
14,Low,W,R,187,CELGRA,Flower,0,1,0,0
14,Low,W,R,187,CELGRA,Seed,0,1,0,0
14,Low,W,R,187,CELSPE,Bud,0,0.1,0,0
14,Low,W,R,187,CELSPE,Flower,0,0.1,0,0
14,Low,W,R,187,CELSPE,Seed,0,0.1,0,0
14,Low,W,R,187,CHIPAL,Bud,0,0.1,0,0
14,Low,W,R,187,CHIPAL,Flower,0,0.1,0,0
14,Low,W,R,187,CHIPAL,Seed,3,0.1,30,3000
14,Low,W,R,187,CHIRUB,Bud,0,2,0,0
14,Low,W,R,187,CHIRUB,Flower,0,2,0,0
14,Low,W,R,187,CHIRUB,Seed,0,2,0,0
14,Low,W,R,187,COPCHE,Bud,0,0,NA,NA
14,Low,W,R,187,COPCHE,Flower,0,0,NA,NA
14,Low,W,R,187,COPCHE,Seed,0,0,NA,NA
14,Low,W,R,187,COPPER,Bud,0,2,0,0
14,Low,W,R,187,COPPER,Flower,0,2,0,0
14,Low,W,R,187,COPPER,Seed,1,2,0.5,50
14,Low,W,R,187,CORPTE,Bud,0,0,NA,NA
14,Low,W,R,187,CORPTE,Flower,0,0,NA,NA
14,Low,W,R,187,CORPTE,Seed,0,0,NA,NA
14,Low,W,R,187,DRAREC,Bud,0,1,0,0
14,Low,W,R,187,DRAREC,Flower,0,1,0,0
14,Low,W,R,187,DRAREC,Seed,0,1,0,0
14,Low,W,R,187,DRASUB,Bud,0,0,NA,NA
14,Low,W,R,187,DRASUB,Flower,0,0,NA,NA
14,Low,W,R,187,DRASUB,Seed,0,0,NA,NA
14,Low,W,R,187,DROFRA,Bud,0,0.1,0,0
14,Low,W,R,187,DROFRA,Flower,0,0.1,0,0
14,Low,W,R,187,DROFRA,Seed,0,0.1,0,0
14,Low,W,R,187,EMPMIN,Bud,0,0,NA,NA
14,Low,W,R,187,EMPMIN,Flower,0,0,NA,NA
14,Low,W,R,187,EMPMIN,Seed,0,0,NA,NA
14,Low,W,R,187,EPAALP,Bud,0,1,0,0
14,Low,W,R,187,EPAALP,Flower,0,1,0,0
14,Low,W,R,187,EPAALP,Seed,0,1,0,0
14,Low,W,R,187,EUPCUN,Bud,0,0.1,0,0
14,Low,W,R,187,EUPCUN,Flower,0,0.1,0,0
14,Low,W,R,187,EUPCUN,Seed,7,0.1,70,7000
14,Low,W,R,187,GAUCOL,Bud,0,0.1,0,0
14,Low,W,R,187,GAUCOL,Flower,0,0.1,0,0
14,Low,W,R,187,GAUCOL,Seed,0,0.1,0,0
14,Low,W,R,187,GENBEL,Bud,0,0,NA,NA
14,Low,W,R,187,GENBEL,Flower,0,0,NA,NA
14,Low,W,R,187,GENBEL,Seed,0,0,NA,NA
14,Low,W,R,187,GONMIC,Bud,0,1,0,0
14,Low,W,R,187,GONMIC,Flower,0,1,0,0
14,Low,W,R,187,GONMIC,Seed,50,1,50,5000
14,Low,W,R,187,HAIRY ROSETTE,Bud,0,1,0,0
14,Low,W,R,187,HAIRY ROSETTE,Flower,0,1,0,0
14,Low,W,R,187,HAIRY ROSETTE,Seed,0,1,0,0
14,Low,W,R,187,HEBTET,Bud,0,0,NA,NA
14,Low,W,R,187,HEBTET,Flower,0,0,NA,NA
14,Low,W,R,187,HEBTET,Seed,0,0,NA,NA
14,Low,W,R,187,HEBVEN,Bud,0,0.1,0,0
14,Low,W,R,187,HEBVEN,Flower,0,0.1,0,0
14,Low,W,R,187,HEBVEN,Seed,0,0.1,0,0
14,Low,W,R,187,HYPRAD,Bud,0,0,NA,NA
14,Low,W,R,187,HYPRAD,Flower,0,0,NA,NA
14,Low,W,R,187,HYPRAD,Seed,0,0,NA,NA
14,Low,W,R,187,LEPSCO,Bud,0,1,0,0
14,Low,W,R,187,LEPSCO,Flower,0,1,0,0
14,Low,W,R,187,LEPSCO,Seed,0,1,0,0
14,Low,W,R,187,LEUFRA,Bud,0,0,NA,NA
14,Low,W,R,187,LEUFRA,Flower,0,0,NA,NA
14,Low,W,R,187,LEUFRA,Seed,0,0,NA,NA
14,Low,W,R,187,LUZCOL,Bud,0,0,NA,NA
14,Low,W,R,187,LUZCOL,Flower,0,0,NA,NA
14,Low,W,R,187,LUZCOL,Seed,0,0,NA,NA
14,Low,W,R,187,LUZRUF,Bud,0,0,NA,NA
14,Low,W,R,187,LUZRUF,Flower,0,0,NA,NA
14,Low,W,R,187,LUZRUF,Seed,0,0,NA,NA
14,Low,W,R,187,LYCFAS,Bud,0,0,NA,NA
14,Low,W,R,187,LYCFAS,Flower,0,0,NA,NA
14,Low,W,R,187,LYCFAS,Seed,0,0,NA,NA
14,Low,W,R,187,MUEAXI,Bud,0,0,NA,NA
14,Low,W,R,187,MUEAXI,Flower,0,0,NA,NA
14,Low,W,R,187,MUEAXI,Seed,0,0,NA,NA
14,Low,W,R,187,MYSTERY GRASS,Bud,0,0.1,0,0
14,Low,W,R,187,MYSTERY GRASS,Flower,0,0.1,0,0
14,Low,W,R,187,MYSTERY GRASS,Seed,0,0.1,0,0
14,Low,W,R,187,ORCHID,Bud,0,0.1,0,0
14,Low,W,R,187,ORCHID,Flower,0,0.1,0,0
14,Low,W,R,187,ORCHID,Seed,0,0.1,0,0
14,Low,W,R,187,ORESTR,Bud,0,2,0,0
14,Low,W,R,187,ORESTR,Flower,0,2,0,0
14,Low,W,R,187,ORESTR,Seed,0,2,0,0
14,Low,W,R,187,OZOLEP,Bud,0,1,0,0
14,Low,W,R,187,OZOLEP,Flower,0,1,0,0
14,Low,W,R,187,OZOLEP,Seed,0,1,0,0
14,Low,W,R,187,PENPUM,Bud,0,0,NA,NA
14,Low,W,R,187,PENPUM,Flower,0,0,NA,NA
14,Low,W,R,187,PENPUM,Seed,0,0,NA,NA
14,Low,W,R,187,PIMHIR,Bud,0,0,NA,NA
14,Low,W,R,187,PIMHIR,Flower,0,0,NA,NA
14,Low,W,R,187,PIMHIR,Seed,0,0,NA,NA
14,Low,W,R,187,PRACOL,Bud,0,0.1,0,0
14,Low,W,R,187,PRACOL,Flower,0,0.1,0,0
14,Low,W,R,187,PRACOL,Seed,0,0.1,0,0
14,Low,W,R,187,RAOALB,Bud,0,0,NA,NA
14,Low,W,R,187,RAOALB,Flower,0,0,NA,NA
14,Low,W,R,187,RAOALB,Seed,0,0,NA,NA
14,Low,W,R,187,RYTPUM,Bud,0,0,NA,NA
14,Low,W,R,187,RYTPUM,Flower,0,0,NA,NA
14,Low,W,R,187,RYTPUM,Seed,0,0,NA,NA
14,Low,W,R,187,WAHPYG,Bud,0,1,0,0
14,Low,W,R,187,WAHPYG,Flower,0,1,0,0
14,Low,W,R,187,WAHPYG,Seed,0,1,0,0
15,High,W,C,64,ANIARO,Bud,0,0,NA,NA
15,High,W,C,64,ANIARO,Flower,0,0,NA,NA
15,High,W,C,64,ANIARO,Seed,0,0,NA,NA
15,High,W,C,64,ASTER,Bud,0,0,NA,NA
15,High,W,C,64,ASTER,Flower,0,0,NA,NA
15,High,W,C,64,ASTER,Seed,0,0,NA,NA
15,High,W,C,64,CALVUL,Bud,0,0,NA,NA
15,High,W,C,64,CALVUL,Flower,0,0,NA,NA
15,High,W,C,64,CALVUL,Seed,0,0,NA,NA
15,High,W,C,64,CELGLA,Bud,0,0,NA,NA
15,High,W,C,64,CELGLA,Flower,0,0,NA,NA
15,High,W,C,64,CELGLA,Seed,0,0,NA,NA
15,High,W,C,64,CELGRA,Bud,0,0.1,0,0
15,High,W,C,64,CELGRA,Flower,0,0.1,0,0
15,High,W,C,64,CELGRA,Seed,0,0.1,0,0
15,High,W,C,64,CELSPE,Bud,0,0,NA,NA
15,High,W,C,64,CELSPE,Flower,0,0,NA,NA
15,High,W,C,64,CELSPE,Seed,0,0,NA,NA
15,High,W,C,64,CHIPAL,Bud,0,5,0,0
15,High,W,C,64,CHIPAL,Flower,0,5,0,0
15,High,W,C,64,CHIPAL,Seed,0,5,0,0
15,High,W,C,64,CHIRUB,Bud,0,0,NA,NA
15,High,W,C,64,CHIRUB,Flower,0,0,NA,NA
15,High,W,C,64,CHIRUB,Seed,0,0,NA,NA
15,High,W,C,64,COPCHE,Bud,0,0,NA,NA
15,High,W,C,64,COPCHE,Flower,0,0,NA,NA
15,High,W,C,64,COPCHE,Seed,0,0,NA,NA
15,High,W,C,64,COPPER,Bud,0,0,NA,NA
15,High,W,C,64,COPPER,Flower,0,0,NA,NA
15,High,W,C,64,COPPER,Seed,0,0,NA,NA
15,High,W,C,64,CORPTE,Bud,0,0,NA,NA
15,High,W,C,64,CORPTE,Flower,0,0,NA,NA
15,High,W,C,64,CORPTE,Seed,0,0,NA,NA
15,High,W,C,64,DRAREC,Bud,0,0,NA,NA
15,High,W,C,64,DRAREC,Flower,0,0,NA,NA
15,High,W,C,64,DRAREC,Seed,0,0,NA,NA
15,High,W,C,64,DRASUB,Bud,0,0,NA,NA
15,High,W,C,64,DRASUB,Flower,0,0,NA,NA
15,High,W,C,64,DRASUB,Seed,0,0,NA,NA
15,High,W,C,64,DROFRA,Bud,0,0,NA,NA
15,High,W,C,64,DROFRA,Flower,0,0,NA,NA
15,High,W,C,64,DROFRA,Seed,0,0,NA,NA
15,High,W,C,64,EMPMIN,Bud,0,0,NA,NA
15,High,W,C,64,EMPMIN,Flower,0,0,NA,NA
15,High,W,C,64,EMPMIN,Seed,0,0,NA,NA
15,High,W,C,64,EPAALP,Bud,0,0,NA,NA
15,High,W,C,64,EPAALP,Flower,0,0,NA,NA
15,High,W,C,64,EPAALP,Seed,0,0,NA,NA
15,High,W,C,64,EUPCUN,Bud,0,0,NA,NA
15,High,W,C,64,EUPCUN,Flower,0,0,NA,NA
15,High,W,C,64,EUPCUN,Seed,0,0,NA,NA
15,High,W,C,64,GAUCOL,Bud,5,6,0.833333333,83.3333333
15,High,W,C,64,GAUCOL,Flower,0,6,0,0
15,High,W,C,64,GAUCOL,Seed,0,6,0,0
15,High,W,C,64,GENBEL,Bud,0,0,NA,NA
15,High,W,C,64,GENBEL,Flower,0,0,NA,NA
15,High,W,C,64,GENBEL,Seed,0,0,NA,NA
15,High,W,C,64,GONMIC,Bud,0,0,NA,NA
15,High,W,C,64,GONMIC,Flower,0,0,NA,NA
15,High,W,C,64,GONMIC,Seed,0,0,NA,NA
15,High,W,C,64,HAIRY ROSETTE,Bud,0,0,NA,NA
15,High,W,C,64,HAIRY ROSETTE,Flower,0,0,NA,NA
15,High,W,C,64,HAIRY ROSETTE,Seed,0,0,NA,NA
15,High,W,C,64,HEBTET,Bud,0,0,NA,NA
15,High,W,C,64,HEBTET,Flower,0,0,NA,NA
15,High,W,C,64,HEBTET,Seed,0,0,NA,NA
15,High,W,C,64,HEBVEN,Bud,0,0,NA,NA
15,High,W,C,64,HEBVEN,Flower,0,0,NA,NA
15,High,W,C,64,HEBVEN,Seed,0,0,NA,NA
15,High,W,C,64,HYPRAD,Bud,0,0,NA,NA
15,High,W,C,64,HYPRAD,Flower,0,0,NA,NA
15,High,W,C,64,HYPRAD,Seed,0,0,NA,NA
15,High,W,C,64,LEPSCO,Bud,0,0,NA,NA
15,High,W,C,64,LEPSCO,Flower,0,0,NA,NA
15,High,W,C,64,LEPSCO,Seed,0,0,NA,NA
15,High,W,C,64,LEUFRA,Bud,0,0,NA,NA
15,High,W,C,64,LEUFRA,Flower,0,0,NA,NA
15,High,W,C,64,LEUFRA,Seed,0,0,NA,NA
15,High,W,C,64,LUZCOL,Bud,0,0.1,0,0
15,High,W,C,64,LUZCOL,Flower,0,0.1,0,0
15,High,W,C,64,LUZCOL,Seed,0,0.1,0,0
